cluster_id,proposed_label,segment_count,document_count,percent_of_documents,representative_phrases
201,Sonstige / unbekannt,8,8,1.4,"Bei Aufnahmegespräch berichtet die Patientin unter seit über acht Jahren bestehende rezidivierend auftretende Schmerzen in vielen Körperregionen, obere und untere, rechte und linke Körperhälfte zu leiden.
---
Bei Aufnahmegespräch berichtet die Patientin unter seit über sieben Jahren bestehende rezidivierend auftretende Schmerzen in vielen Körperregionen, obere und untere, rechte und linke Körperhälfte zu leiden.
---
Darüber hinaus berichtet die Patientin seit Jahren unter rezidivierend auftretende Schmerzen in vielen Körperregionen, obere und untere, rechte und linke Körperhälfte zu leiden.
---
Bei Aufnahmegespräch berichtet der Patient unter seit über fünf Jahren bestehende rezidivierend auftretende Schmerzen in vielen Körperregionen, obere und untere, rechte und linke Körperhälfte zu leiden.
---
Bei Aufnahmegespräch berichtet die Patientin unter seit über 20 Jahren bestehende rezidivierend auftretende Schmerzen in vielen Körperregionen, obere und untere, rechte und linke Körperhälfte zu leiden.
---
Kurz gefasst berichtet die Patientin unter seit über 16 Jahren bestehende rezidivierend auftretende Schmerzen in vielen Körperregionen, obere und untere, rechte und linke Körperhälfte zu leiden.
---
Zudem berichtet die Patientin unter seit über 20 Jahren bestehende rezidivierend auftretende Schmerzen in vielen Körperregionen, obere und untere, rechte und linke Körperhälfte zu leiden.
---
Bei Aufnahmegespräch berichtet der Patient seit über acht Jahren über ständig wechselnde Schmerzen am ganzen Körper zu leiden."
63,Sonstige / unbekannt,8,8,1.4,"Kurzzeitige Linderung erfährt sie durch Massage, Ruhe und Wärme.
---
Kurzzeitige Linderung durch Massage sowie Wärme.
---
Wärme habe eine entspannende und schmerzlindernde Wirkung, auch Massagen führten zu einer kurzfristigen Besserung.
---
Wärme und Massage würden als kurzfristig wohltuend empfunden.
---
Eine Linderung erfährt sie durch Wärme, Ruhe sowie Massagen.
---
Wärme und Massage würden kurzfristig gut tun.
---
Wärme und Massage meistens bringe kurzzeitige Schmerzlinderung."
83,Sonstige / unbekannt,8,8,1.4,"Sie fühle sich sehr kraftlos und häufig abgeschlagen.
---
Sie fühle sich häufig kraftlos
---
Sie fühle sich dabei auch sehr kraftlos.
---
Sie fühle sich insgesamt schwach sowie antriebsgehemmt."
82,Sonstige / unbekannt,8,8,1.4,"Zudem berichtet er über Konzentrations- und Gedächtnisstörungen sowie Versagensängsten.
---
Ebenfalls leide er unter anhaltenden Konzentrations- und Gedächtnisstörungen.
---
Zudem berichtet sie über Konzentrations- und Gedächtnisstörungen.
---
Außerdem berichtet sie über Konzentrations- und Gedächtnisstörungen.
---
Ebenfalls leide er unter anhaltenden Konzentrations- und Gedächtnis- sowie Sprachstörungen."
77,Sonstige / unbekannt,8,8,1.4,"Ursächlich hierfür ist eine Überlastungssituation sowohl im familiären Umkreis als ihre „Gesundheitliche Lage“.
---
Ursache hierfür ist eine Überlastungssituation sowohl im familiären Umkreis als auch ihre „Gesundheitliche Lage“.
---
Ursächlich hierfür ist eine Überlastungssituation sowohl im familiären Umkreis, als auch im beruflichen Bereich.
---
Ursächlich hierfür sind eine Überlastungssituation im familiären und beruflichen Umkreis, sowie rezidivierende körperliche Beschwerden.
---
Ursächlich hierfür ist eine Überlastungssituation im familiären Umkreis.
---
Als Gründe nennt sie sowohl berufliche als auch familiäre Belastungen."
33,Sonstige / unbekannt,8,8,1.4,"Die Lokalisation der Schmerzen sei dabei wechselnd.
---
Die Lokalisation würde wechseln, teilweise würden die Schmerzen nach längerer Bewegung auch ansteigen."
30,Sonstige / unbekannt,8,8,1.4,"Zudem berichtet sie über Zukunfts- und Existenzängste sowie über die Sorge, den eigenen Ansprüchen nicht mehr gerecht werden zu können.
---
Darüber hinaus berichtet sie über Zukunfts- und Existenzängste sowie über die Sorge, den eigenen Ansprüchen nicht mehr gerecht werden zu können.
---
Zudem berichtet sie über ausgeprägte Zukunfts- und Existenzängste sowie über die Sorge, den eigenen Ansprüchen nicht mehr gerecht werden zu können."
150,Erschöpfung / Müdigkeit,8,8,1.4,"Sein Antrieb sowie seine Leistungsfähigkeit seien deutlich reduziert, er fühle sich häufig müde und seine Belastbarkeitsgrenze sei schneller als vorher erreicht.
---
Antrieb sowie seine Leistungsfähigkeit seien deutlich reduziert, er fühle sich häufig müde und seine Belastbarkeitsgrenze sei schneller als vorher erreicht."
88,Sonstige / unbekannt,8,8,1.4,"Sie fühle sich immer wieder energielos.
---
Sie fühle sich ständig energielos.
---
Sie fühle sich fast ständig energielos.
---
Sie fühle sich häufig ständig energielos."
92,Sonstige / unbekannt,8,8,1.4,"Oft habe sie das Gefühl, dass sie langsam keine Kraft mehr habe."
101,Sonstige / unbekannt,8,8,1.4,"Weiterhin berichtet er über Konzentrationsstörungen.
---
Zudem berichtet er über Konzentrationsstörungen.
---
Zusätzlich berichtet er von Konzentrationsstörungen.
---
Er berichtet über Konzentrationsstörungen.
---
Teilweise berichtet er über Konzentrationsstörungen."
112,Sonstige / unbekannt,8,8,1.4,"Die Patientin wird mit einem komplexen psychosomatischen Beschwerdebild zur stationären Aufnahme vorgestellt.
---
Die Patientin wird zur stationären Aufnahme mit einem komplexen psychosomatischen Beschwerdebild vorgestellt."
93,Sonstige / unbekannt,8,8,1.4,"Oft habe sie das Gefühl, dass sie langsam keine Kraft mehr habe."
209,HWS-Beschwerden,8,8,1.4,"Als Begleiterscheinungen gibt die Patientin ausgeprägte Nacken-Schulter-Verspannung an.
---
Als Begleiterscheinungen gibt die Patientin Nacken-Schulter-Verspannung an."
214,Schmerzen – Charakter,8,8,1.4,"Die Schmerzen werden als ziehend empfunden.
---
Die Schmerzen werden als ziehenden empfunden.
---
Die Schmerzen werden als stechend empfunden."
178,Kopfschmerzen / Migräne,8,8,1.4,"Eine Art von den Kopfschmerzen beginnt im Hinterkopf und breitet sich nach vorne bis zur Stirn aus.
---
Eine Art der Kopfschmerzen beginnt typischerweise im Hinterkopf und zieht sich nach vorne in die Stirnregion.
---
Eine Art von den Kopfschmerzen beginnt im Stirnbereich und setzt sich nach dem im Hinterkopf fort.
---
Kopfschmerz beginnt im Hinterkopf und breitet sich nach vorne bis zur Stirn aus.
---
Eine Art von den Kopfschmerzen beginnt am Scheitel und breitet sich nach vorne bis zur Stirn aus.
---
Die Kopfschmerzen fangen am rechten Hinterkopf an und breiten sich dann bis zu rechte Schläfe und Stirn aus.
---
Eine Art von den Kopfschmerzen beginnt in der Regel am Hinterkopf links und ziehe sich nach vorne in die Stirnregion."
151,Erschöpfung / Müdigkeit,8,8,1.4,"Sein Antrieb sowie seine Leistungsfähigkeit seien deutlich reduziert, er fühle sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht.
---
Sein Antrieb sowie ihre Leistungsfähigkeit seien deutlich reduziert, er fühle sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht.
---
Sein Antrieb sowie Leistungsfähigkeit seien deutlich reduziert, er fühle sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht.
---
Sein Antrieb sowie seine Leitungsfähigkeit seien deutlich reduziert, er fühle sich häufig erschöpft und seine Belastbarkeitsgrenze sei schneller als vorher erreicht."
169,Schulter / Arm,8,8,1.4,"Die Patientin gibt auch an, dass sie seit vielen Jahren an intermittierenden Schmerzen in der linken Schulter leidet.
---
Darüber hinaus gibt die Patientin an, dass sie seit über zwei Jahren unter Schmerzen in der rechten Schulter leidet.
---
Zudem berichtet die Patientin, seit zwei Jahren unter intermittierenden Schmerzen in der rechten Schulter zu leiden.
---
Die Patientin gibt auch an, dass sie seit etwa 4-5 Jahren an intermittierenden Schmerzen in der linken Schulter leidet.
---
Die Patientin gibt auch an, dass sie seit einem Jahr an Schmerzen in der rechten Schulter leidet.
---
Die Patientin gibt auch an, dass sie seit Jahren an intermittierenden Schmerzen der beiden Schulter leidet.
---
Als weiteres Beschwerdebild berichtet die Patientin über seit etwa zwei bis drei Monaten bestehende Schmerzen in der rechten Schulter.
---
Ein weiteres Problem der Patientin sind Schmerzen in der rechten Schulter, die seit ca."
166,Sonstige / unbekannt,9,8,1.4,"Die Beschwerden bessern sich durch Wärme und manuelle Therapie.
---
Die Beschwerden bessern sich kurzzeitig durch Wärme und manuelle Therapie."
173,Erschöpfung / Müdigkeit,8,8,1.4,"Zudem besteht seit über acht Jahren schleichend eine zunehmende Erschöpfungssymptomatik.
---
Weiterhin bestehe seit mehr als 10-15 Jahren immer wieder Erschöpfungssymptomatik.
---
Zudem bestehe seit über elf Jahren immer wieder eine Erschöpfungssymptomatik.
---
Zudem bestehe seit ca. dreiviertel Jahr schleichend zunehmende Erschöpfungssymptomatik.
---
Zudem bestehe seit über zehn Jahren eine zunehmende Müdigkeitssymptomatik.
---
Zudem besteht seit ca. dreizehn Jahren schleichend eine zunehmende Erschöpfungssymptomatik.
---
Darüber hinaus bestehe seit über fünf Jahren schleichend zunehmende Erschöpfungssymptomatik.
---
Weiterhin bestehe seit ca. 5 Jahren immer wieder Erschöpfungssymptomatik, wieder verstärkt seit ca. einem Jahr."
177,Stimmung / Depression,8,8,1.4,"Bei Aufnahmegespräch berichtet der Patient, dass durch diversen körperlichen und psychischen Erkrankungen und vor allem durch die andauernde Schmerzproblematik seit mehre Jahren er Ängste entwickelt und mit Depressionen behaftet ist.
---
Bei Aufnahmegespräch berichtet der Patient, dass er durch psychischen und körperlichen Erkrankungen seit mehre Jahren Ängste entwickelt und mit Depressionen behaftet ist.
---
Bei Aufnahmegespräch berichtet die Patientin, dass sie durch diversen körperlichen und psychischen Erkrankungen und vor allem durch die andauernde Schmerzproblematik seit mehre Jahren sie Ängste entwickelt und mit Depressionen behaftet ist.
---
Der Patient berichtet, dass durch körperlichen und psychischen Erkrankungen seit mehre Jahren er Ängste entwickelt und mit Depressionen behaftet ist.
---
Aus Schilderung des Patienten und vorliegenden Befundberichten geht folgendes hervor: Bei Aufnahmegespräch berichtet er, dass durch diversen körperlichen und psychischen Erkrankungen und vor allem durch die andauernde Schmerzproblematik seit mehre Jahren er Ängste entwickelt und mit Depressionen behaftet ist.
---
Bei Aufnahmegespräch berichtet die Patientin, dass sie infolge mehrerer körperlicher und psychischer Erkrankungen sowie insbesondere aufgrund der seit mehreren Jahren bestehenden Schmerzproblematik im Bereich der Wirbelsäule, des Bewegungsapparates und der Gelenke an einer depressiven Störung leidet."
191,Schmerzen – Charakter,8,8,1.4,"Die Schmerzen seien ständig vorhanden, allerdings mit wechselnder Intensität.
---
Die Schmerzen seien dauerhaft vorhanden, jedoch mit wechselnder Intensität.
---
Die Schmerzen seien dauerhaft vorhanden, mit wechselnder Intensität.
---
Die Schmerzen seien dauerhaft vorhanden mit Fluktuationen und von ziehendem Charakter.
---
Die Schmerzen sind ständig vorhanden, jedoch mit unterschiedlicher Intensität.
---
Die Schmerzen seien dauerhaft vorhanden mit Fluktuationen.
---
Die Schmerzen seien dauerhaft vorhanden mit Fluktuationen und von dumpfem Charakter.
---
Die Schmerzen sind ständig in unterschiedlicher Intensität vorhanden."
168,Sonstige / unbekannt,8,7,1.2,"Kurzfristige Linderung erfahre die Patientin durch lokale Wärmeanwendungen sowie manuelle Therapie.
---
Kurzzeitige Linderung erfahre die Patientin meistens durch lokale Wärme und manuelle Therapie.
---
Kurzfristige Linderung erfährt die Patientin durch lokale Wärmeanwendungen oder manuelle Therapie.
---
Kurzeitige Linderung erfahre die Patientin durch lokale Wärme sowie manuelle Therapie.
---
Linderung erfährt die Patientin durch lokale Wärmeanwendungen und manuelle Therapie.
---
Linderung erfahre der Patient durch lokale Wärmetherapie und manuelle Therapie.
---
Auch hier erfahre die Patientin eine kurzeitige Linderung durch lokale Wärme sowie manuelle Therapie."
6,Reizdarm / GI,8,7,1.2,"An körperlichen Beschwerden gibt die Patientin an, dass bei ihr seit 2019 eine Colitis ulcerosa bekannt ist.
---
Die Patientin berichtet bei Aufnahme über eine seit April 2021 bekannte Colitis ulcerosa, welche sich initial durch einen steroidrefraktären Verlauf gekennzeichnet habe.
---
Aus Schilderung des Patienten und vorliegenden Befundberichten geht folgendes hervor: Bei dem Patienten ist seit 2020 eine Colitis ulcerosa bekannt mit Befall insbesondere des S- und Enddarms.
---
In diesem Zusammenhang gibt die Patientin an, dass bei ihr 2002 eine Colitis ulcerosa diagnostiziert wurde, die seit Jahren in Remission ist.
---
Im Jahr 2016 wurde sie unter anderem aufgrund erhöhter Leberwerte gastroenterologisch abgeklärt, wobei die Diagnose einer Colitis ulcerosa gestellt wurde.
---
Kurz gefasst ist bei dem Patienten seit 2008 eine Colitis ulcerosa bekannt mit Befall insbesondere des S- und Enddarms.
---
Bei der Patientin ist seit 2007 eine Colitis ulcerosa bekannt.
---
Die Patientin gibt an, dass sie ca. einmal jährlich einen Schub ihrer Colitis ulcerosa erleidet, der jeweils 3–4 Wochen andauert und meist durch Stress ausgelöst wird."
18,Sonstige / unbekannt,11,7,1.2,"Wirbelsäule nicht klopfdolent.
---
Keine vergrößerte Schilddrüse tastbar.
---
Auswurf habe sie keinen."
140,Sonstige / unbekannt,10,7,1.2,"Die Schmerzen werden durch Wärme sowie manuelle Therapie kurzzeitig gelindert.
---
Auch hier werden die Schmerzen durch Wärme sowie manuelle Therapie kurzzeitig gelindert.
---
Wärme und manuelle Therapie führen zu einer kurzfristigen Schmerzlinderung.
---
Die Schmerzen werden durch Wärme, ständige Veränderung der Körperposition sowie manuelle Therapie gelindert."
97,Sonstige / unbekannt,9,6,1.0,"Gynäkologische Anamnese: Eine Geburt.
---
Gynäkologische Anamnese: Zwei Geburten.
---
Allgemeine Eigenanamnese: Übliche Kinderkrankheiten ohne Besonderheiten.
---
Familienanamnese: Mutter mit Schlaganfall und Arthrose.
---
Familienanamnese: Keine relevanten, familiär gehäuften Erkrankungen eruierbar."
165,Sonstige / unbekannt,8,6,1.0,"Lokale Wärmeanwendungen und manuelle Therapie führen zu einer kurzfristigen Linderung der Beschwerden.
---
Auch hier führen lokale Wärmeanwendungen und manuelle Therapie zu einer kurzfristigen Linderung der Beschwerden.
---
Lokale Wärme und manuelle Therapie führen zu einer kurzfristigen Besserung der Beschwerden.
---
Eine vorübergehende Besserung der Beschwerden werde durch lokale Wärmeanwendungen sowie durch manuelle Therapie erreicht.
---
Eine vorübergehende Besserung der Beschwerden werde durch lokale Wärmeanwendungen sowie durch manuelle Therapie und Krankengymnastik erreicht.
---
Wärmeapplikationen sowie manuelle Therapie führen zu einer kurzfristigen Linderung der Beschwerden."
19,Sonstige / unbekannt,8,4,0.7,"Es würden ihr aufgrund der Schmerzen und der fehlenden Kraft öfters Gegenstände aus der Hand fallen.
---
Es würden ihr dann aufgrund der Schmerzen und der fehlenden Kraft öfters Gegenstände aus der Hand fallen.
---
Zudem leide sie immer wieder an den Armen und Händen unter einem generellen Schweregefühl und einer ausgeprägten Kraftlosigkeit.
---
Zudem leide sie in den Händen immer wieder unter einem generellen Schweregefühl und einer ausgeprägten Kraftlosigkeit.
---
Zudem leide sie an den Armen und Händen unter einem generellen Schweregefühl und einer ausgeprägten Kraftlosigkeit."
